,Compound Name,CF Standard Name (from MIP Variables),Title,Description,Type,Modeling Realm,Table,Frequency,Status,Theme,Atmosphere author team review,CMIP7 Variable Groups,UID,Min Rank,Processing Note,Provenance,Priority 2 (CMIP6 - OLD,Priority 1 (CMIP6) -- OLD,Rank by File Count,Rank by Volume,Rank by Submissions,Positive Direction,Impacts & adaptation author team review,Priority 3 (CMIP6 - OLD),Variable is included in ESM-BCV v1.3,Ocean & sea-ice author team review,Cross-thematic team review,Cross-thematic group review comment,Land & land-ice author team review,Priority 2 (CMIP6),Priority 1 (CMIP6),Atmosphere review comment,Priority 3 (CMIP6),Earth system author team review
rec1OunpuV6vRGVph,SImon.sitempbot,sea_ice_basal_temperature,Temperature at Ice-Ocean Interface,"Report temperature at interface, NOT temperature within lowermost model layer
",real,['seaIce'],['SImon'],['mon'],CMIP6 CMOR variable,,,"seaice_state_monthly_advanced, paleo_cryosphere, paleo_cryosphere_medium_priority",714b6c60-faa7-11e6-bfb7-ac72891c3257,402,,SIMIP [seaicemon],['SIMIP'],,873,1160,402,,,,,,,,,,,,,
rec1PjBYtKNXRObh5,Omon.frfe,minus_tendency_of_ocean_mole_content_of_iron_due_to_sedimentation,Iron Loss to Sediments,"""Content"" indicates a quantity per unit area.  The specification of a physical process by the phrase due\_to\_process means that the quantity named is a  single term in a sum of terms which together compose the general quantity  named by omitting the phrase.  ""tendency\_of\_X"" means derivative of X with respect to time.
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,marine_bgc_sediments,baa10f12-e5dd-11e5-8482-ac72891c3257,798,,Omon ((isd.003)),['VIACSAB'],['VIACSAB'],798,896,898,,,['CMIP5'],,,,,,,,,,
rec1Qp3ymKkQr32Hy,Omon.msftyz,ocean_y_overturning_mass_streamfunction,Ocean Y Overturning Mass Streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"ocean_meridional_overturning_streamfunctions_yearly, CVDP_input, paleodata_assimilation, marine_bgc_baseline, paleo_ocean_transports, tipmip_extended, omip_transports_high_priority",baa5a662-e5dd-11e5-8482-ac72891c3257,71,"Function of Y, Z, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Meridional Overturning Mass Streamfunction"" (msftmz) and should in this case be omitted. 
",Omon ((isd.003)),['CDRMIP'],"['CMIP5', 'DAMIP']",71,430,402,,,,,,,,,,,,,
rec1QtBIO28KEdHnT,Oyr.chldiaz,mass_concentration_of_diazotrophic_phytoplankton_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Diazotrophs Expressed as Chlorophyll in Sea Water,"chlorophyll concentration from the diazotrophic phytoplankton component alone
",real,['ocnBgchem'],['Oyr'],['yr'],CMIP6 CMOR variable,,,,ba9e3ae4-e5dd-11e5-8482-ac72891c3257,769,,Oyr ((isd.003)),['CMIP5'],,865,769,1159,,,,,,,,,,,,,
rec1UwYpzpgZFsQ73,Omon.detocos,mole_concentration_of_organic_detritus_expressed_as_carbon_in_sea_water,Surface Detrital Organic Carbon Concentration,"sum of detrital organic carbon component concentrations
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,,c917fcb8-c5e8-11e6-84e6-5404a60d96b5,788,,Omon ((isd.003)),['CMIP5'],,1248,1082,788,,,,,,,,,,,,,
rec1WZHCsmD86kH3P,AERmon.hcl,mole_fraction_of_hydrogen_chloride_in_air,HCl Volume Mixing Ratio,"Mole fraction is used in the construction mole\_fraction\_of\_X\_in\_Y, where X is a material constituent of Y.  The chemical formula of hydrogen chloride is HCl.
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,aerchemmip_3d_monthly,19bede74-81b1-11e6-92de-ac72891c3257,419,,AERmon ((isd.003)),,['AerChemMIP'],1334,419,898,,,,,,,,,,,,,
rec1ZtYqneuiniIkQ,Omon.sosga,sea_surface_salinity,Global Average Sea Surface Salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. 
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"SO_BGC-cloud_ocean_monthly, omip_scalar_fields, omip_scalars_high_priority",1aaaf7fe-b006-11e6-9289-ac72891c3257,169,,Omon ((isd.003)),,['CMIP5'],191,1638,169,,,,,,,,,,,,,
rec1adp3ohIcZ3pn9,Emon.c14Soil,soil_mass_content_of_14C,Mass of 14C in Soil Pool,"Carbon-14 mass content per unit area in soil.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,c4mip_carbon_isotopic_variables,8b7f5652-4a5b-11e6-9cd2-ac72891c3257,1448,,C4MIP [C_Hist],"['C4MIP', 'PMIP']",,1448,1506,1463,,,,,,,,,,,,,
rec1cN8nwUg3ljjxs,Oday.intppdiat,net_primary_mole_productivity_of_biomass_expressed_as_carbon_by_diatoms,Net Primary Organic Carbon Production by Diatoms,"Vertically integrated primary (organic carbon) production by the diatom phytoplankton component alone
",real,['ocnBgchem'],['Oday'],['day'],New,['Ocean & sea-ice'],,,83bbfb85-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,,,,,,
rec1dogj4SptTTPK9,LImon.prraIs,rainfall_flux,Ice Sheet Rainfall Rate,"quantity averaged over ice\_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)
",real,['landIce'],['LImon'],['mon'],CMIP6 CMOR variable,,,"landice_global_allfreq, paleo_permafrost",8120d9de-bf17-11e6-b0d8-ac72891c3257,839,,ISMIP6 [new_LImon],,['ISMIP6'],1272,1491,839,,,,,,,,,,,,,
rec1gN9c8fhm2iPnW,Efx.clayfrac,volume_fraction_of_clay_in_soil,Clay Fraction,"Clay Fraction
",real,['land'],['Efx'],['fx'],CMIP6 CMOR variable,,,,81963e3a-f906-11e6-a176-5404a60d96b5,1069,,LS3MIP [fxLS3MIP],,['LS3MIP'],1497,1823,1069,,,,,,,,,,,,,
rec1jMWrUzCdbd0hR,CFsubhr.clwvi,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,"mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",8009a17e-f906-11e6-a176-5404a60d96b5,956,"This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.
",CFsubhr ((isd.003)),,['CMIP5'],1602,1236,956,,,,,,,,,,,,,
rec1joVLBZS4F2xyI,Omon.zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,Zooplankton Carbon Concentration,"sum of zooplankton carbon component concentrations
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,"marine_bgc_baseline, DCPP_Wider, c4mip_ocean_carbon_cycle_tier1",ba9f57bc-e5dd-11e5-8482-ac72891c3257,115,"
",Omon ((isd.003)),"['C4MIP', 'DCPP', 'OMIP']","['CMIP', 'VIACSAB']",415,115,382,,,['CMIP5'],,,,,,,,,,
rec1mMNRaxZTFa7r4,AERmon.dms,mole_fraction_of_dimethyl_sulfide_in_air,Dimethyl Sulphide (DMS) Mole Fraction,"Mole fraction is used in the construction mole\_fraction\_of\_X\_in\_Y, where X is a material constituent of Y.
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,"SO_BGC-cloud_atmos_composition_monthly, aerchemmip_3d_monthly, CFMIP_baseline",19bfc1d6-81b1-11e6-92de-ac72891c3257,278,,AERmon ((isd.003)),,"['AerChemMIP', 'CFMIP']",586,278,461,,,,,,,,,,,,,
rec1otMW8RSAQBdce,Oyr.ppcalc,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_calcareous_phytoplankton,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,"Primary (organic carbon) production by calcareous phytoplankton components alone
",real,['ocnBgchem'],['Oyr'],['yr'],CMIP6 CMOR variable,,,,ba9ed724-e5dd-11e5-8482-ac72891c3257,9999,,Oyr ((isd.003)),,,,,,,,['CMIP5'],,,,,,,,,,
rec1rKaCnm3E2eytY,Emon.fNgas,surface_upward_mass_flux_of_nitrogen_compounds_expressed_as_nitrogen,"Total Nitrogen Lost to the Atmosphere (Sum of NHx, NOx, N2O, N2)","Total flux of Nitrogen from the land into the atmosphere.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,"c4mip_land_cn_cycle_monthly, c4mip_land_nitrogen_cycle_tier2, FireMIP_monthly",8b8231e2-4a5b-11e6-9cd2-ac72891c3257,352,,PMIP [PMIP-Lmon-02],,"['C4MIP', 'PMIP']",352,1223,653,,,,,,,,,,,,,
rec1rl7pIWh17j1Z4,CFsubhr.tnhusa,tendency_of_specific_humidity_due_to_advection,Tendency of Specific Humidity Due to Advection,"Tendency of Specific Humidity due to Advection
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",a9559a80-817c-11e6-a4e2-5404a60d96b5,326,,CFsubhr ((isd.003)),,['CMIP5'],1232,326,956,,,,,,,,,,,,,
rec1s3g9juAJPvICK,EmonZ.tntogw,tendency_of_air_temperature_due_to_dissipation_of_orographic_gravity_waves,Temperature Tendency Due to Orographic Gravity Wave Dissipation,"zonal mean; hence YZT
",real,['atmos'],['EmonZ'],['mon'],CMIP6 CMOR variable,,,dynvar_advanced,8b978588-4a5b-11e6-9cd2-ac72891c3257,788,,DynVarMIP [DYVR_monthly_b],['DynVarMIP'],,1215,1551,788,,,,,,,,,,,,,
rec1vKHEAJOX4IvOP,Oclim.difvso,ocean_vertical_salt_diffusivity,Ocean Vertical Salt Diffusivity,"Vertical/dianeutral diffusivity applied to prognostic salinity field.
",real,['ocean'],['Oclim'],['monC'],CMIP6 CMOR variable,,,,baabefb8-e5dd-11e5-8482-ac72891c3257,1159,,Oclim ((isd.003)),['VIACSAB'],"['CMIP', 'VIACSAB']",1423,1309,1159,,,"['CMIP5', 'GeoMIP']",,,,,,,,,,
rec1yv5hcaLOTyvJx,E3hrPt.va,northward_wind,Northward Wind,"Northward wind on pressure levels
",real,['atmos'],['E3hrPt'],['3hrPt'],CMIP6 CMOR variable,,,,f2acf552-26b8-11e7-8344-ac72891c3257,9999,,HighResMIP [3hrPlev],['HighResMIP'],,,,,,,,,,,,,,,,,
rec20AIiUgEbN4cPy,AERmon.od550so4,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,Sulfate Aerosol Optical Depth at 550nm,"Total aerosol AOD due to sulfate aerosol at a wavelength of 550 nanometres.
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,"aerchemmip_2d_monthly, dynamical_downscaling_core",19bf19ca-81b1-11e6-92de-ac72891c3257,290,,AERmon ((isd.003)),,"['AerChemMIP', 'PMIP', 'RFMIP']",409,771,290,,,,,,,,,,,,,
rec20tSZmP5F1uc4a,day.mrso,mass_content_of_water_in_soil,Total Soil Moisture Content,"the mass per unit area  (summed over all soil layers) of water in all phases.
",real,['land'],['day'],['day'],CMIP6 CMOR variable,,,"DCPP_Wider, AgWaterExt, HealthFloodingDaily, biodiv_freshwater_daily, biodiv_land_daily, impact_energy_building_demand, WaterResources_daily, CFMIP_baseline",3c641b6c-b89b-11e6-be04-ac72891c3257,114,,day ((isd.003)),,"['CMIP', 'CMIP5']",114,194,175,,,['DCPP'],,,,,,,,,,
rec22KKVIbGmpZDBF,day.uas,eastward_wind,Eastward Near-Surface Wind,"Eastward component of the near-surface (usually, 10 meters)  wind
",real,['atmos'],['day'],['day'],CMIP6 CMOR variable,,,"baseline_daily, dynvar_basic, aerchemmip_2d_daily, DCPP_Wider, CHELSA_land_daily, CFMIP_baseline, cordex [test]",babb6cea-e5dd-11e5-8482-ac72891c3257,51,"normally, report this at 10 meters above the surface
",day ((isd.003)),['DCPP'],"['CMIP', 'CMIP5', 'CORDEX', 'DynVarMIP', 'GeoMIP', 'VIACSAB']",51,55,94,,,,1 checked out of 1,,,,,"DCPP, PAMIP","AerChemMIP, CFMIP, CMIP, CORDEX, DAMIP, DynVarMIP, GeoMIP, HighResMIP, VIACSAB, VolMIP",,,
rec23nIGqHtjmcxbw,Ofx.dxvo,,Eastward gridbox length at v points,"The width of the ocean model gridbox in at the v-point (dx)
",real,['ocean'],['Ofx'],['fx'],Under review,['Ocean & sea-ice'],,ocean_grid,83bbfb65-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,,,,,,
rec24JIv3mjKkj6Ax,day.rlds,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,"The surface called ""surface"" means the lower boundary of the atmosphere. ""longwave"" means longwave radiation. Downwelling radiation is radiation from above. It does not mean ""net downward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.
",real,['atmos'],['day'],['day'],CMIP6 CMOR variable,,,"seaice_budget_energy_daily, temperature_variability_daily_highpriority, DAMIP_daily, aerchemmip_2d_daily, DCPP_Wider, AgModelExpandedDaily, HeatHealthExpandedDaily, CHELSA_land_daily, biodiv_land_daily, seaice_budget_energy_daily, ISIMIPMinimalAtmos, CFMIP_baseline, paleo_permafrost, tipmip_baseline, landice_glaciers_allfreq",bab538d4-e5dd-11e5-8482-ac72891c3257,54,,day ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'LS3MIP', 'VIACSAB']",82,78,54,down,,['DCPP'],0 checked out of 1,,,,,,,,,
rec27mlUppUui2nab,day.tasmax,air_temperature,Daily Maximum Near-Surface Air Temperature,"maximum near-surface (usually, 2 meter) air temperature (add cell\_method attribute ""time: max"")
",real,['atmos'],['day'],['day'],CMIP6 CMOR variable,,,"baseline_daily, temperature_variability_daily_highpriority, synoptic_systems_high_priority, DAMIP_daily, aerchemmip_2d_daily, DCPP_Essential, paleo_land_atmosphere_surface, AgModelCoreDaily, AgModelExpandedDaily, transport_impacts_essential, HealthHeatCoreDaily, HeatHealthExpandedDaily, HealthPollutionDaily, CHELSA_land_daily, biodiv_land_daily, ISIMIPMinimalAtmos, CFMIP_baseline, cordex [test], paleo_permafrost, landice_glaciers_allfreq",bab94a50-e5dd-11e5-8482-ac72891c3257,8,"normally report this at 2 meters above the surface
",day ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'CORDEX', 'DCPP', 'GeoMIP', 'LS3MIP', 'LUMIP', 'PMIP', 'RFMIP', 'VIACSAB']",8,17,51,,,,1 checked out of 1,,,,,VIACSAB,"AerChemMIP, CFMIP, CMIP, CORDEX, DAMIP, DCPP, GMMIP, GeoMIP, HighResMIP, LS3MIP, LUMIP, PAMIP, PMIP, RFMIP, VIACSAB, VolMIP",,,
rec27qf381iJ8AuY8,Lmon.treeFrac,area_fraction,Tree Cover Percentage,"fraction of entire grid cell  that is covered by trees.
",real,['land'],['Lmon'],['mon'],CMIP6 CMOR variable,,,"aerchemmip_2d_monthly, c4mip_land_benchmarking_and_landcover_variables_tier1, FireMIP_monthly, CFMIP_baseline",babab3ae-e5dd-11e5-8482-ac72891c3257,119,"add scalar coordinate typetree and add ""tree"" to the CF area type table.  Note that if this variable is independent of time, it should be stored only for a single time (user choice).
",Lmon ((isd.003)),['VIACSAB'],"['C4MIP', 'CFMIP', 'CMIP', 'CMIP5', 'LS3MIP', 'PMIP', 'VIACSAB']",119,774,209,,,,,,,,,,,,,
rec28NM6cd5ONb9MT,Amon.tas,air_temperature,Near-Surface Air Temperature,"near-surface (usually, 2 meter) air temperature
",real,['atmos'],['Amon'],['mon'],CMIP6 CMOR variable,,,"baseline_monthly, clouds_basic_average, radiativeforcing_monthly, dynvar_basic, DAMIP_monthly, CVDP_input, paleodata_assimilation, DCPP_Essential, paleo_land_atmosphere_surface, SO_BGC-cloud_met_monthly, FireMIP_monthly, biodiv_land_monthly, CFMIP_baseline, ref_atmosphere, ref_earth_system, ref_impacts_and_adaptation, ref_ocean_and_seaice, paleo_permafrost, tipmip_baseline",bab9237c-e5dd-11e5-8482-ac72891c3257,1,"normally, the temperature should be reported at the 2 meter height
",Amon ((isd.003)),,"['CDRMIP', 'CFMIP', 'CMIP', 'CMIP5', 'DCPP', 'DynVarMIP', 'ISMIP6', 'PMIP', 'VIACSAB']",1,88,1,,,,1 checked out of 1,,,,,,,,,
rec2AlbdDQwzIIxqw,6hrPlev.prsn,snowfall_flux,Snowfall Rate,"at surface. Includes precipitation of all forms water in the solid phase.
",real,['atmos'],['6hrPlev'],['6hr'],Under review,"['Atmosphere', 'Land & land-ice']",In progress,"landice_global_allfreq, snow_allfreq",83bbfc5b-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,down,,,,,,,In progress,,,,,
rec2AzAO95A6jzJah,IyrAnt.yvelbase,land_ice_basal_y_velocity,Y-Component of Land Ice Basal Velocity,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.
",real,['landIce'],['IyrAnt'],['yr'],CMIP6 CMOR variable,,,landice_antarctica_allfreq,d5b479e6-c78d-11e6-9b25-5404a60d96b5,9999,,ISMIP6 [IyrAnt],['ISMIP6'],,,,,,,,,,,,,,,,,
rec2GLxWygmH7p5w5,AERmon.mmrpm1,mass_fraction_of_pm1_dry_aerosol_particles_in_air,PM1.0 Mass Mixing Ratio,"Mass fraction atmospheric particulate compounds with an aerodynamic diameter of less than or equal to 1 micrometers
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,"SO_BGC-cloud_atmos_composition_monthly, aerchemmip_3d_monthly",19be3776-81b1-11e6-92de-ac72891c3257,554,,AERmon ((isd.003)),,['AerChemMIP'],1075,554,788,,,,,,,,,,,,,
rec2Ge4W49bMJgGGe,Omon.limirrdiat,growth_limitation_of_diatoms_due_to_solar_irradiance,Irradiance Limitation of Diatoms,"Growth limitation of diatoms due to solar irradiance. ""Growth limitation due to solar irradiance"" means the ratio of the growth rate of a species population in the environment (where the amount of sunlight reaching a location may be limited) to the theoretical growth rate if there were no such limit on solar irradiance.
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,marine_bgc_pp_uncertainty,baa027a0-e5dd-11e5-8482-ac72891c3257,522,,Omon ((isd.003)),"['C4MIP', 'CMIP5', 'PMIP']",['CMIP'],522,728,839,,,,,,,,,,,,,
rec2ImXSIKjAjm0YJ,Omon.fddtdic,tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon,Rate of Change of Net Dissolved Inorganic Carbon,"""Content"" indicates a quantity per unit area.  ""tendency\_of\_X"" means derivative of X with respect to time. ""Dissolved inorganic carbon"" describes a family of chemical species in solution, including carbon dioxide, carbonic acid and the carbonate and bicarbonate anions. ""Dissolved inorganic carbon"" is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models.  Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute.
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,,baa123da-e5dd-11e5-8482-ac72891c3257,716,"integral over upper 100 m only.
",Omon ((isd.003)),['VIACSAB'],['CMIP'],716,818,1069,,,"['C4MIP', 'CMIP5']",,,,,,,,,,
rec2KC8m4lt2SbL0D,Oday.zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,Zooplankton Carbon Concentration,"sum of zooplankton carbon component concentrations
",real,['ocnBgchem'],['Oday'],['day'],New,['Ocean & sea-ice'],,biodiv_marine_daily,83bbfb6a-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,,,,,,
rec2KCmpLsiOSEk5L,Lmon.cRoot,root_mass_content_of_carbon,Carbon Mass in Roots,"including fine and coarse roots.
",real,['land'],['Lmon'],['mon'],CMIP6 CMOR variable,,,"c4mip_land_carbon_cycle_tier2, FireMIP_monthly",baa8dc06-e5dd-11e5-8482-ac72891c3257,245,,Lmon ((isd.003)),"['C4MIP', 'CMIP5', 'LS3MIP', 'VIACSAB']","['CMIP', 'VIACSAB']",245,989,312,,,,,,,,,,,,,
rec2KDD4xkgVit5hr,Omon.vsfevap,virtual_salt_flux_into_sea_water_due_to_evaporation,Virtual Salt Flux into Sea Water Due to Evaporation,"zero for models using real water fluxes.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,omip_surface_fluxes_medium_priority,baa64df6-e5dd-11e5-8482-ac72891c3257,1017,"Report on native horizontal grid.
",Omon ((isd.003)),"['CMIP5', 'VIACSAB']",['VIACSAB'],1270,1017,1463,,,,,,,,,,,,,
rec2LhW3namdbE7RX,Emon.cldicemxrat,cloud_ice_mixing_ratio,Cloud Ice Mixing Ratio,"Cloud ice mixing ratio
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,,8baff1a4-4a5b-11e6-9cd2-ac72891c3257,9999,,HighResMIP [Amon_diag],['HighResMIP'],,,,,,,,,,,,,,,,,
